InvoiceDate,Quantity
2009-12-01 07:46:00,-1.007119948243444
2009-12-01 09:06:00,1.1569842948900169
2009-12-01 09:08:00,-0.28425153735499187
2009-12-01 09:24:00,1.7341980733153548
2009-12-01 09:28:00,-1.3241771486713292
2009-12-01 09:43:00,-2.560414202296146
2009-12-01 09:44:00,1.8015156441734197
2009-12-01 09:46:00,0.9856718774875137
2009-12-01 09:50:00,-0.8246103201204082
2009-12-01 09:55:00,-4.102643365036796
2009-12-01 09:57:00,4.9452074887738
2009-12-01 10:06:00,0.30968031984690025
2009-12-01 10:10:00,-5.2548878086207
2009-12-01 10:18:00,4.56954300834494
2009-12-01 10:49:00,-0.8500282375100614
2009-12-01 10:52:00,-1.7450219913763654
2009-12-01 11:21:00,1.6155729010016167
2009-12-01 11:34:00,-0.855486237766562
2009-12-01 11:41:00,0.17015102117369896
2009-12-01 11:46:00,0.6697037873700058
2009-12-01 11:48:00,-inf
2009-12-01 11:49:00,inf
2009-12-01 11:50:00,5.039114765418124
2009-12-01 11:51:00,-0.7764348883768086
2009-12-01 11:56:00,-inf
2009-12-01 11:57:00,inf
2009-12-01 11:58:00,1.861963727901303
2009-12-01 12:02:00,-1.6497892079576673
2009-12-01 12:09:00,-inf
2009-12-01 12:14:00,0.14555558559132376
2009-12-01 12:18:00,1.9577914769420666
2009-12-01 12:19:00,-1.9110903838960853
2009-12-01 12:20:00,-0.1472040146963618
2009-12-01 12:22:00,-0.8923505243281467
2009-12-01 12:30:00,2.1619625653678387
2009-12-01 12:32:00,-1.1572277915025584
2009-12-01 12:33:00,-0.09491655649674335
2009-12-01 12:35:00,-inf
2009-12-01 12:36:00,inf
2009-12-01 12:52:00,0.9174200374713068
2009-12-01 12:54:00,-1.050144653125889
2009-12-01 12:55:00,-1.7475882509149177
2009-12-01 12:56:00,4.073133536190464
2009-12-01 12:57:00,-1.7558422958067226
2009-12-01 13:07:00,-0.9309968792638506
2009-12-01 13:19:00,1.4337608983588144
2009-12-01 13:20:00,0.7160614400828216
2009-12-01 13:31:00,-0.6963268334773254
2009-12-01 13:37:00,-0.0422827211593777
2009-12-01 13:38:00,-0.8629231782902842
2009-12-01 13:40:00,-inf
2009-12-01 13:41:00,inf
2009-12-01 13:43:00,0.4422339558952535
2009-12-01 13:47:00,-0.07105792126572119
2009-12-01 13:48:00,-4.859812404361672
2009-12-01 13:49:00,3.5263605246161616
2009-12-01 13:50:00,0.37561214495848283
2009-12-01 14:20:00,-inf
2009-12-01 14:27:00,inf
2009-12-01 14:28:00,5.781771793517895
2009-12-01 14:35:00,-0.5242764214901134
2009-12-01 14:40:00,0.8909729238898647
2009-12-01 14:43:00,-3.55820113047182
2009-12-01 14:44:00,-0.0779615414697119
2009-12-01 14:45:00,0.15028220304933804
2009-12-01 14:46:00,-0.3600027340314069
2009-12-01 14:47:00,0.26236426446749084
2009-12-01 14:48:00,-2.970414465569701
2009-12-01 14:49:00,3.3672958299864737
2009-12-01 14:50:00,-0.10919929196499156
2009-12-01 14:55:00,3.465735902799726
2009-12-01 14:56:00,0.35197642315717825
2009-12-01 14:58:00,-0.579033873792524
2009-12-01 14:59:00,-0.1476359988060647
2009-12-01 15:02:00,-1.3862943611198904
2009-12-01 15:26:00,2.5941059417529924
2009-12-01 15:42:00,-3.963982744358857
2009-12-01 16:05:00,2.793208009442517
2009-12-01 16:17:00,2.506774636424581
2009-12-01 16:18:00,-0.26086788044897347
2009-12-01 16:19:00,-4.751432692966343
2009-12-01 16:34:00,-1.1770839041096046
2009-12-01 16:44:00,-0.07410797215372256
2009-12-01 16:48:00,-inf
2009-12-01 17:08:00,inf
2009-12-01 17:19:00,-0.3997014033914148
2009-12-01 17:31:00,-0.5515836162381591
2009-12-01 17:39:00,-0.07904320734045278
2009-12-01 17:50:00,-0.2972515234679314
2009-12-01 18:07:00,0.7186804825651105
2009-12-01 18:13:00,0.5389965007326865
2009-12-01 18:35:00,0.08455738802806323
2009-12-01 19:19:00,-0.10937255714778704
2009-12-02 08:15:00,-0.1634061098014188
2009-12-02 08:16:00,-1.7626028849365993
2009-12-02 08:58:00,3.50690266546682
2009-12-02 09:21:00,-0.8291931814172822
2009-12-02 09:23:00,-2.4896572525465985
2009-12-02 09:35:00,2.031900596910836
2009-12-02 09:47:00,1.978544624028265
2009-12-02 09:49:00,-0.8312016224555663
2009-12-02 09:50:00,-2.842771361862322
2009-12-02 09:57:00,0.8443781502838692
2009-12-02 10:00:00,0.9021562209392497
2009-12-02 10:02:00,-0.24472712298138344
2009-12-02 10:08:00,0.3234001550538599
2009-12-02 10:09:00,0.8649974374866041
2009-12-02 10:15:00,-1.8198512040950696
2009-12-02 10:42:00,-0.7288652631620245
2009-12-02 10:51:00,0.6724425071982543
2009-12-02 10:52:00,2.1368614276091282
2009-12-02 11:07:00,-0.9838187918600925
2009-12-02 11:09:00,-0.10513876158218594
2009-12-02 11:18:00,-0.25353418501921965
2009-12-02 11:20:00,-1.9661128563728325
2009-12-02 11:24:00,1.8796208250193893
2009-12-02 11:26:00,-1.3287898666396991
2009-12-02 11:31:00,-0.023810648693718406
2009-12-02 11:33:00,0.1029479692524422
2009-12-02 11:34:00,-0.010929070532190721
2009-12-02 11:36:00,-inf
2009-12-02 11:43:00,inf
2009-12-02 11:45:00,0.6011282818396939
2009-12-02 11:47:00,-0.08154986696410838
2009-12-02 11:48:00,-1.1386176232818088
2009-12-02 11:51:00,1.633632641021157
2009-12-02 11:52:00,-0.22713557258374717
2009-12-02 11:53:00,-0.4462871026284194
2009-12-02 11:55:00,-1.1884686177899706
2009-12-02 11:59:00,1.0638261725826945
2009-12-02 12:06:00,0.8177896257672215
2009-12-02 12:09:00,-0.7168637071772608
2009-12-02 12:13:00,1.009416709863638
2009-12-02 12:15:00,-0.2430190675641004
2009-12-02 12:19:00,-0.6318667493419321
2009-12-02 12:22:00,-0.37787715158933466
2009-12-02 12:28:00,-1.30178768174527
2009-12-02 12:32:00,0.0795120629277335
2009-12-02 12:34:00,-inf
2009-12-02 12:38:00,inf
2009-12-02 12:39:00,0.2035989552412394
2009-12-02 12:44:00,-1.0700971183600885
2009-12-02 12:46:00,-0.18473410319933858
2009-12-02 12:47:00,0.877881283759284
2009-12-02 12:54:00,1.134118977125019
2009-12-02 13:00:00,-1.7917594692280554
2009-12-02 13:10:00,-2.490841385307815
2009-12-02 13:20:00,1.819158443416169
2009-12-02 13:22:00,-0.6664789334777836
2009-12-02 13:32:00,-0.8831907834478101
2009-12-02 13:33:00,1.0908301482260545
2009-12-02 13:34:00,-0.17920142945771111
2009-12-02 13:39:00,-1.7824570765657413
2009-12-02 13:51:00,3.057663231284481
2009-12-02 13:53:00,-0.48420318415503516
2009-12-02 13:57:00,0.029229638314937745
2009-12-02 13:58:00,0.6828058267652128
2009-12-02 14:06:00,-1.363682914733344
2009-12-02 14:09:00,-0.16779345623104458
2009-12-02 14:15:00,0.9939637701923729
2009-12-02 14:21:00,-0.02158357166717373
2009-12-02 14:22:00,-3.6708609486112582
2009-12-02 14:34:00,2.097141118779237
2009-12-02 14:36:00,2.6638110687681964
2009-12-02 14:43:00,0.39728175638478014
2009-12-02 14:45:00,-inf
2009-12-02 14:50:00,inf
2009-12-02 14:52:00,1.4619317753255108
2009-12-02 14:55:00,-1.9262373834566082
2009-12-02 14:56:00,1.2909841813155651
2009-12-02 15:01:00,-0.3930425881096067
2009-12-02 15:04:00,2.3877429013343523
2009-12-02 15:08:00,-2.5480855514095317
2009-12-02 15:10:00,1.6888114999756123
2009-12-02 15:15:00,-2.1852483862895036
2009-12-02 15:16:00,1.4469189829363258
2009-12-02 15:17:00,0.8376476045550421
2009-12-02 15:28:00,0.1546700254634441
2009-12-02 15:29:00,-3.206491765668479
2009-12-02 15:38:00,2.4117843849590375
2009-12-02 15:41:00,0.41689380393178777
2009-12-02 15:44:00,-0.17327172127403756
2009-12-02 15:51:00,-1.1773045572437741
2009-12-02 16:02:00,0.8914226652961412
2009-12-02 16:18:00,1.3808840683916435
2009-12-02 16:24:00,3.080497540181701
