Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,churn,frequency_decay,recency_cliff,segment,dbscan_cluster
12346.0,67,46,-64.68,3,3,1,331,0,0.6764705882352942,1,2,0
12347.0,3,71,1323.32,5,4,4,544,0,17.75,0,2,0
12348.0,74,20,222.16,2,2,1,221,0,0.2666666666666666,1,2,0
12349.0,43,107,2646.99,3,4,5,345,0,2.4318181818181817,0,2,0
12351.0,11,21,300.93,5,2,2,522,0,1.75,0,2,0
12352.0,11,18,343.8,5,2,2,522,0,1.5,0,2,0
12353.0,44,20,317.76,3,2,2,322,0,0.4444444444444444,0,2,0
12355.0,203,22,488.21,1,2,3,123,1,0.1078431372549019,1,1,0
12356.0,16,84,3562.25,4,4,5,445,0,4.941176470588236,0,2,0
12357.0,24,165,12079.99,4,5,5,455,0,6.6,0,0,0
12358.0,11,58,2719.01,5,3,5,535,0,4.833333333333333,0,2,0
12359.0,61,121,2469.36,3,4,5,345,0,1.9516129032258065,1,2,0
12360.0,15,89,1550.83,5,4,4,544,0,5.5625,0,2,0
12361.0,98,19,321.35,2,2,2,222,1,0.1919191919191919,1,2,0
12362.0,374,1,130.0,1,1,1,111,1,0.0026666666666666,1,1,0
12366.0,269,3,500.24,1,1,3,113,1,0.0111111111111111,1,1,0
12368.0,264,18,917.7,1,2,3,123,1,0.0679245283018867,1,1,0
12369.0,49,93,1791.15,3,4,4,344,0,1.86,0,2,0
12370.0,260,35,774.62,1,3,3,133,1,0.1340996168582375,1,1,0
12371.0,45,104,2179.42,3,4,5,345,0,2.260869565217391,0,2,0
12373.0,260,37,763.0500000000001,1,3,3,133,1,0.1417624521072797,1,1,0
12374.0,57,50,2246.29,3,3,5,335,0,0.8620689655172413,0,2,0
12376.0,25,13,503.15,4,1,3,413,0,0.5,0,2,0
12377.0,17,75,1798.2,4,4,4,444,0,4.166666666666667,0,2,0
12378.0,198,82,1407.7,1,4,4,144,1,0.4120603015075377,1,1,0
12379.0,58,41,767.98,3,3,3,333,0,0.6949152542372882,0,2,0
12380.0,17,178,5167.44,4,5,5,455,0,9.88888888888889,0,2,0
12382.0,318,1,-18.38,1,1,1,111,1,0.0031347962382445,1,1,0
12385.0,15,66,1923.4,5,4,4,544,0,4.125,0,2,0
12386.0,2,8,258.9,5,1,2,512,0,2.6666666666666665,0,2,0
12387.0,51,9,143.94,3,1,1,311,0,0.173076923076923,0,2,0
12388.0,81,46,1120.45,2,3,4,234,0,0.5609756097560976,1,2,0
12389.0,38,49,1433.33,3,3,4,334,0,1.2564102564102564,0,2,0
12391.0,100,187,2286.93,2,5,5,255,1,1.851485148514852,1,2,0
12392.0,227,7,234.75000000000003,1,1,2,112,1,0.0307017543859649,1,1,0
12393.0,18,48,794.15,4,3,3,433,0,2.526315789473684,0,2,0
12395.0,7,98,2048.64,5,4,4,544,0,12.25,0,2,0
12396.0,310,65,931.43,1,4,3,143,1,0.2090032154340836,1,1,0
12399.0,21,51,853.65,4,3,3,433,0,2.3181818181818183,0,2,0
12400.0,50,11,205.25,3,1,1,311,0,0.2156862745098039,0,2,0
12402.0,28,60,1018.55,4,3,4,434,0,2.0689655172413794,0,2,0
12403.0,157,4,591.6600000000001,2,1,3,213,1,0.0253164556962025,1,1,0
12404.0,318,1,63.24,1,1,1,111,1,0.0031347962382445,1,1,0
12406.0,24,62,2791.46,4,3,5,435,0,2.48,0,2,0
12408.0,15,57,1437.07,5,3,4,534,0,3.5625,0,2,0
12409.0,56,158,12033.54,3,5,5,355,0,2.771929824561404,0,0,0
12410.0,138,14,320.38,2,1,2,212,1,0.1007194244604316,1,2,0
12411.0,45,22,346.9,3,2,2,322,0,0.4782608695652174,0,2,0
12412.0,38,70,1354.15,3,4,4,344,0,1.794871794871795,0,2,0
12413.0,38,13,241.35,3,1,2,312,0,0.3333333333333333,0,2,0
12414.0,99,19,130.0,2,2,1,221,1,0.19,1,2,0
12415.0,11,212,19543.84,5,5,5,555,0,17.666666666666668,0,0,0
12416.0,292,11,202.56,1,1,1,111,1,0.0375426621160409,1,1,0
12417.0,37,183,3129.41,3,5,5,355,0,4.815789473684211,0,2,0
12418.0,49,69,1348.37,3,4,4,344,0,1.38,0,2,0
12419.0,21,25,503.01,4,2,3,423,0,1.1363636363636365,0,2,0
12421.0,51,21,286.56,3,2,2,322,0,0.4038461538461538,0,2,0
12422.0,30,137,3315.79,4,5,5,455,0,4.419354838709677,0,2,0
12423.0,23,40,763.08,4,3,3,433,0,1.6666666666666667,0,2,0
12424.0,58,67,1528.82,3,4,4,344,0,1.1355932203389831,0,2,0
12425.0,66,59,903.61,3,3,3,333,0,0.8805970149253731,1,2,0
12426.0,282,52,728.6800000000001,1,3,3,133,1,0.1837455830388692,1,1,0
12427.0,7,10,303.5,5,1,2,512,0,1.25,0,2,0
12429.0,1,77,3685.11,5,4,5,545,0,38.5,0,2,0
12431.0,9,173,4303.02,5,5,5,555,0,17.3,0,2,0
12433.0,2,287,7052.99,5,5,5,555,0,95.66666666666669,0,0,0
12434.0,17,20,297.29,4,2,2,422,0,1.1111111111111112,0,2,0
12435.0,32,76,6096.04,4,4,5,445,0,2.303030303030303,0,2,0
12437.0,29,382,7498.19,4,5,5,455,0,12.733333333333333,0,0,0
12439.0,318,75,1104.48,1,4,4,144,1,0.2351097178683385,1,1,0
12440.0,93,35,768.15,2,3,3,233,1,0.3723404255319149,1,2,0
12441.0,2,11,173.55,5,1,1,511,0,3.6666666666666665,0,2,0
12443.0,368,21,485.31,1,2,3,123,1,0.056910569105691,1,1,0
12445.0,36,21,293.08000000000004,3,2,2,322,0,0.5675675675675675,0,2,0
12449.0,46,10,768.6,3,1,3,313,0,0.2127659574468085,0,2,0
12450.0,35,32,469.07,4,2,2,422,0,0.8888888888888888,0,2,0
12451.0,99,159,3613.01,2,5,5,255,1,1.59,1,2,0
12454.0,31,42,4292.71,4,3,5,435,0,1.3125,0,2,0
12455.0,81,137,3413.09,2,5,5,255,0,1.670731707317073,1,2,0
12457.0,53,25,554.53,3,2,3,323,0,0.4629629629629629,0,2,0
12458.0,63,46,830.09,3,3,3,333,0,0.71875,1,2,0
12459.0,241,23,454.36,1,2,2,122,1,0.0950413223140495,1,1,0
12460.0,92,18,326.65,2,2,2,222,1,0.1935483870967742,1,2,0
12466.0,318,1,56.73,1,1,1,111,1,0.0031347962382445,1,1,0
12467.0,22,18,0.0,4,2,1,421,0,0.782608695652174,0,2,0
12468.0,66,123,2900.51,3,4,5,345,0,1.835820895522388,1,2,0
12469.0,158,76,3070.54,2,4,5,245,1,0.4779874213836478,1,1,0
12470.0,325,23,211.95,1,2,1,121,1,0.0705521472392638,1,1,0
12471.0,8,767,19207.69,5,5,5,555,0,85.22222222222223,0,0,-1
12472.0,5,658,10727.21,5,5,5,555,0,109.66666666666669,0,0,0
12474.0,4,307,4849.98,5,5,5,555,0,61.4,0,0,0
12475.0,45,25,426.26,3,2,2,322,0,0.5434782608695652,0,2,0
12476.0,10,300,7169.04,5,5,5,555,0,27.27272727272728,0,0,0
12477.0,35,264,7056.63,4,5,5,455,0,7.333333333333333,0,0,0
12480.0,35,91,2153.4700000000003,4,4,5,445,0,2.5277777777777777,0,2,0
12481.0,1,177,6626.17,5,5,5,555,0,88.5,0,0,0
12482.0,85,207,21893.53,2,5,5,255,0,2.4069767441860463,1,0,-1
12483.0,14,67,2519.74,5,4,5,545,0,4.466666666666667,0,2,0
12484.0,113,134,1808.58,2,5,4,254,1,1.1754385964912282,1,2,0
12485.0,165,34,708.1,2,3,3,233,1,0.2048192771084337,1,1,0
12486.0,67,49,1037.28,3,3,4,334,0,0.7205882352941176,1,2,0
12487.0,366,3,259.79999999999995,1,1,2,112,1,0.0081743869209809,1,1,0
12490.0,14,218,4400.71,5,5,5,555,0,14.533333333333331,0,0,0
12492.0,39,22,452.0,3,2,2,322,0,0.55,0,2,0
12494.0,1,38,604.17,5,3,3,533,0,19.0,0,2,0
12495.0,270,19,323.4,1,2,2,122,1,0.070110701107011,1,1,0
12496.0,256,13,54.09,1,1,1,111,1,0.0505836575875486,1,1,0
12497.0,36,44,5168.650000000001,3,3,5,335,0,1.1891891891891893,0,2,0
12499.0,196,27,393.72,1,2,2,122,1,0.1370558375634517,1,1,0
12500.0,71,91,1666.04,2,4,4,244,0,1.2638888888888888,1,2,0
12503.0,220,2,1126.0,1,1,4,114,1,0.0090497737556561,1,1,0
12504.0,53,11,297.0,3,1,2,312,0,0.2037037037037037,0,2,0
12505.0,29,46,912.5,4,3,3,433,0,1.5333333333333334,0,2,0
12507.0,220,28,539.25,1,2,3,123,1,0.1266968325791855,1,1,0
12510.0,95,121,2706.76,2,4,5,245,1,1.2604166666666667,1,2,0
12511.0,50,194,3065.77,3,5,5,355,0,3.803921568627451,0,2,0
12514.0,277,33,580.08,1,3,3,133,1,0.118705035971223,1,1,0
12516.0,66,48,1336.56,3,3,4,334,0,0.7164179104477612,1,2,0
12519.0,100,24,354.35,2,2,2,222,1,0.2376237623762376,1,2,0
12523.0,10,155,2475.28,5,5,5,555,0,14.090909090909092,0,2,0
12524.0,24,98,6605.64,4,4,5,445,0,3.92,0,2,0
12525.0,127,77,835.1800000000001,2,4,3,243,1,0.6015625,1,2,0
12527.0,130,14,386.8,2,1,2,212,1,0.1068702290076335,1,2,0
12529.0,158,23,311.78000000000003,2,2,2,222,1,0.1446540880503144,1,1,0
12530.0,45,94,2066.23,3,4,5,345,0,2.0434782608695654,0,2,0
12531.0,316,116,1773.83,1,4,4,144,1,0.3659305993690852,1,1,0
12533.0,254,90,1149.99,1,4,4,144,1,0.3529411764705882,1,1,0
12537.0,44,43,732.94,3,3,3,333,0,0.9555555555555556,0,2,0
12538.0,14,13,276.5,5,1,2,512,0,0.8666666666666667,0,2,0
12539.0,86,231,5646.400000000001,2,5,5,255,0,2.655172413793104,1,0,0
12540.0,14,294,8798.25,5,5,5,555,0,19.6,0,0,0
12542.0,120,45,423.38,2,3,2,232,1,0.371900826446281,1,2,0
12543.0,84,43,980.25,2,3,4,234,0,0.5058823529411764,1,2,0
12547.0,136,13,175.78,2,1,1,211,1,0.0948905109489051,1,2,0
12549.0,211,49,1575.68,1,3,4,134,1,0.2311320754716981,1,1,0
12553.0,21,48,896.57,4,3,3,433,0,2.1818181818181817,0,2,0
12554.0,84,26,468.5,2,2,2,222,0,0.3058823529411765,1,2,0
12555.0,318,1,129.23,1,1,1,111,1,0.0031347962382445,1,1,0
12557.0,7,25,6725.18,5,2,5,525,0,3.125,0,2,0
12562.0,21,39,1185.18,4,3,4,434,0,1.7727272727272727,0,2,0
12563.0,44,13,249.24,3,1,2,312,0,0.2888888888888888,0,2,0
12567.0,3,195,4278.88,5,5,5,555,0,48.75,0,0,0
12568.0,280,5,70.0,1,1,1,111,1,0.0177935943060498,1,1,0
12570.0,318,1,77.52,1,1,1,111,1,0.0031347962382445,1,1,0
12573.0,17,91,556.87,4,4,3,443,0,5.055555555555555,0,2,0
12575.0,93,38,622.8199999999999,2,3,3,233,1,0.4042553191489361,1,2,0
12576.0,28,58,776.89,4,3,3,433,0,2.0,0,2,0
12577.0,17,155,995.95,4,5,4,454,0,8.61111111111111,0,2,0
12578.0,21,61,1819.09,4,3,4,434,0,2.772727272727273,0,2,0
12580.0,212,34,637.2,1,3,3,133,1,0.1596244131455399,1,1,0
12582.0,58,81,1469.04,3,4,4,344,0,1.3728813559322033,0,2,0
12583.0,9,220,7157.56,5,5,5,555,0,22.0,0,0,0
12586.0,4,84,1848.73,5,4,4,544,0,16.8,0,2,0
12588.0,35,38,724.08,4,3,3,433,0,1.0555555555555556,0,2,0
12589.0,50,177,2447.49,3,5,5,355,0,3.4705882352941178,0,2,0
12590.0,137,2,-7.9,2,1,1,211,1,0.0144927536231884,1,2,0
12591.0,26,43,899.3,4,3,3,433,0,1.5925925925925926,0,2,0
12592.0,155,66,715.02,2,4,3,243,1,0.4230769230769231,1,1,0
12594.0,14,83,1724.29,5,4,4,544,0,5.533333333333333,0,2,0
12595.0,140,19,299.02,2,2,2,222,1,0.1347517730496454,1,2,0
12598.0,71,78,1411.99,2,4,4,244,0,1.0833333333333333,1,2,0
12599.0,17,71,1264.14,4,4,4,444,0,3.9444444444444446,0,2,0
12600.0,7,75,2374.75,5,4,5,545,0,9.375,0,2,0
12601.0,40,6,104.2,3,1,1,311,0,0.1463414634146341,0,2,0
12605.0,1,79,1225.45,5,4,4,544,0,39.5,0,2,0
12606.0,318,1,21.0,1,1,1,111,1,0.0031347962382445,1,1,0
12608.0,40,16,415.79,3,2,2,322,0,0.3902439024390244,0,2,0
12609.0,10,116,2291.01,5,4,5,545,0,10.545454545454543,0,2,0
12613.0,24,184,3372.54,4,5,5,455,0,7.36,0,2,0
12615.0,49,173,3273.69,3,5,5,355,0,3.46,0,2,0
12616.0,18,23,388.1,4,2,2,422,0,1.2105263157894737,0,2,0
12619.0,196,10,140.14,1,1,1,111,1,0.0507614213197969,1,1,0
12621.0,1,312,10967.24,5,5,5,555,0,156.0,0,0,0
12623.0,52,158,3334.74,3,5,5,355,0,2.981132075471698,0,2,0
12625.0,145,97,2481.06,2,4,5,245,1,0.6643835616438356,1,2,0
12629.0,21,45,1558.22,4,3,4,434,0,2.0454545454545454,0,2,0
12631.0,67,155,2811.77,3,5,5,355,0,2.2794117647058822,1,2,0
12632.0,156,38,738.88,2,3,3,233,1,0.2420382165605095,1,1,0
12633.0,18,210,3454.58,4,5,5,455,0,11.052631578947368,0,0,0
12634.0,171,20,490.0,2,2,3,223,1,0.1162790697674418,1,1,0
12635.0,28,78,1241.23,4,4,4,444,0,2.689655172413793,0,2,0
12636.0,374,1,141.0,1,1,1,111,1,0.0026666666666666,1,1,0
12637.0,14,245,2318.41,5,5,5,555,0,16.333333333333332,0,0,0
12638.0,275,9,249.8,1,1,2,112,1,0.0326086956521739,1,1,0
12639.0,70,42,826.27,3,3,3,333,0,0.5915492957746479,1,2,0
12643.0,21,32,4536.26,4,3,5,435,0,1.4545454545454546,0,2,0
12644.0,66,92,1337.63,3,4,4,344,0,1.373134328358209,1,2,0
12645.0,45,89,1743.72,3,4,4,344,0,1.934782608695652,0,2,0
12647.0,3,446,14012.87,5,5,5,555,0,111.5,0,0,0
12648.0,70,45,778.95,3,3,3,333,0,0.6338028169014085,1,2,0
12649.0,1,91,1634.99,5,4,4,544,0,45.5,0,2,0
12651.0,14,23,251.3,5,2,2,522,0,1.5333333333333334,0,2,0
12652.0,70,3,97.05,3,1,1,311,0,0.0422535211267605,1,2,0
12653.0,162,43,1950.98,2,3,4,234,1,0.263803680981595,1,1,0
12655.0,59,16,261.35,3,2,2,322,0,0.2666666666666666,0,2,0
12656.0,61,123,2338.06,3,4,5,345,0,1.9838709677419355,1,2,0
12661.0,72,11,162.0,2,1,1,211,0,0.1506849315068493,1,2,0
12662.0,9,179,3132.09,5,5,5,555,0,17.9,0,2,0
12663.0,260,11,204.0,1,1,1,111,1,0.0421455938697318,1,1,0
12664.0,150,8,1188.16,2,1,4,214,1,0.0529801324503311,1,1,0
12665.0,53,17,239.7,3,2,2,322,0,0.3148148148148148,0,2,0
12666.0,30,31,1248.42,4,2,4,424,0,1.0,0,2,0
12668.0,14,378,7637.53,5,5,5,555,0,25.2,0,0,0
12670.0,21,23,764.24,4,2,3,423,0,1.0454545454545454,0,2,0
12671.0,242,45,2622.481,1,3,5,135,1,0.1851851851851851,1,1,0
12672.0,225,15,184.6,1,2,1,121,1,0.0663716814159292,1,1,0
12673.0,37,32,619.5,3,3,3,333,0,0.8421052631578947,0,2,0
12675.0,189,115,934.8,1,4,3,143,1,0.6052631578947368,1,1,0
12676.0,44,63,1441.7,3,4,4,344,0,1.4,0,2,0
12677.0,191,23,389.3,1,2,2,122,1,0.1197916666666666,1,1,0
12678.0,11,214,16262.87,5,5,5,555,0,17.833333333333332,0,0,0
12681.0,3,848,16874.17,5,5,5,555,0,212.0,0,0,-1
12682.0,1,517,11657.59,5,5,5,555,0,258.5,0,0,0
12683.0,1,199,4197.51,5,5,5,555,0,99.5,0,0,0
12686.0,7,7,89.14,5,1,1,511,0,0.875,0,2,0
12687.0,116,126,2138.91,2,4,5,245,1,1.0769230769230769,1,2,0
12691.0,56,7,134.6,3,1,1,311,0,0.1228070175438596,0,2,0
12692.0,273,13,110.95,1,1,1,111,1,0.0474452554744525,1,1,0
12693.0,32,42,809.46,4,3,3,433,0,1.2727272727272727,0,2,0
12694.0,51,47,969.78,3,3,4,334,0,0.903846153846154,0,2,0
12695.0,164,32,825.02,2,3,3,233,1,0.1939393939393939,1,1,0
12696.0,70,50,801.15,3,3,3,333,0,0.704225352112676,1,2,0
12698.0,226,16,339.75,1,2,2,122,1,0.0704845814977973,1,1,0
12699.0,53,41,638.11,3,3,3,333,0,0.7592592592592593,0,2,0
12701.0,165,94,1648.7,2,4,4,244,1,0.5662650602409639,1,1,0
12703.0,269,62,617.48,1,4,3,143,1,0.2296296296296296,1,1,0
12705.0,10,278,4739.76,5,5,5,555,0,25.27272727272728,0,0,0
12706.0,318,1,-91.89,1,1,1,111,1,0.0031347962382445,1,1,0
12708.0,4,162,2501.84,5,5,5,555,0,32.4,0,2,0
12709.0,2,331,21018.51,5,5,5,555,0,110.33333333333331,0,0,0
12711.0,247,60,1339.05,1,3,4,134,1,0.2419354838709677,1,1,0
12712.0,1,152,2738.03,5,5,5,555,0,76.0,0,2,0
12714.0,24,437,9384.85,4,5,5,455,0,17.48,0,0,0
12717.0,226,16,277.93,1,2,2,122,1,0.0704845814977973,1,1,0
12720.0,5,174,2334.6,5,5,5,555,0,29.0,0,2,0
12721.0,1,90,1277.7,5,4,4,544,0,45.0,0,2,0
12724.0,19,76,1286.11,4,4,4,444,0,3.8,0,2,0
12725.0,7,106,2266.76,5,4,5,545,0,13.25,0,2,0
12726.0,23,55,1405.5,4,3,4,434,0,2.2916666666666665,0,2,0
12727.0,78,64,1698.8300000000002,2,4,4,244,0,0.810126582278481,1,2,0
12728.0,19,15,233.84,4,2,2,422,0,0.75,0,2,0
12730.0,157,47,829.25,2,3,3,233,1,0.2974683544303797,1,1,0
12731.0,78,119,6879.8,2,4,5,245,0,1.5063291139240509,1,2,0
12733.0,25,140,1942.87,4,5,4,454,0,5.384615384615385,0,2,0
12734.0,10,15,529.25,5,2,3,523,0,1.3636363636363635,0,2,0
12737.0,134,2,3710.5,2,1,5,215,1,0.0148148148148148,1,2,0
12738.0,8,11,155.35,5,1,1,511,0,1.2222222222222223,0,2,0
12739.0,21,51,1713.69,4,3,4,434,0,2.3181818181818183,0,2,0
12741.0,165,16,406.07,2,2,2,222,1,0.0963855421686747,1,1,0
12742.0,235,68,1185.02,1,4,4,144,1,0.288135593220339,1,1,0
